Reactions,ReactionNames,rxnFormulas,subSystems,Cancer_Normal_Malignant,Cancer_Tumor_Malignant,Fibroblast_Normal_FGFR2_,Fibroblast_Tumor_FGFR2_,Fibroblast_Normal_ICAM1_,Fibroblast_Tumor_ICAM1_,Fibroblast_Normal_FAP_,Fibroblast_Tumor_FAP_,Fibroblast_Normal_ICAM1__1,Fibroblast_Tumor_ICAM1__1,Fibroblast_Normal_MFAP5_,Fibroblast_Tumor_MFAP5_,Fibroblast_Normal_CD73_,Fibroblast_Tumor_CD73_,Fibroblast_Normal_DES_,Fibroblast_Tumor_DES_,Macrophage_Normal_THBS1_,Macrophage_Tumor_THBS1_,Macrophage_Normal_VCAN_,Macrophage_Tumor_VCAN_,Macrophage_Normal_MARCO_,Macrophage_Tumor_MARCO_
MAR07552,"",MAM01565g + MAM02682g  -> MAM01567g + MAM02039g + MAM02681g,"Chondroitin / heparan sulfate biosynthesis",0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1
MAR07553,"",MAM01566g + MAM02682g  -> MAM01554g + MAM02039g + MAM02681g,"Chondroitin / heparan sulfate biosynthesis",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
MAR07554,"",MAM01567g + MAM02682g  -> MAM01554g + MAM02039g + MAM02681g,"Chondroitin / heparan sulfate biosynthesis",0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1
MAR07501,"",MAM01517l + MAM02040l  -> MAM00205l + MAM01524l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07502,"",MAM01524l + MAM02040l  -> MAM01519l + MAM02039l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07503,"",MAM01524l + 2 MAM02040l  -> MAM01520l + MAM02039l + MAM02525l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07504,"",MAM01519l + MAM02040l  -> MAM01520l + MAM02525l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07505,"",MAM01520l + MAM02040l  -> MAM01521l + MAM01973l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07506,"",MAM01521l + MAM02040l  -> MAM01522l + MAM02039l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07507,"",MAM01522l + MAM02040l  -> MAM01523l + MAM02525l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07508,"",MAM01523l + 4 MAM02040l  -> MAM01758l + 2 MAM01910l + MAM01973l + MAM02039l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07513,"",MAM01525l + MAM02040l  -> MAM00205l + MAM01529l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07514,"",MAM01529l + MAM02040l  -> MAM01526l + MAM02039l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07515,"",MAM01529l + 2 MAM02040l  -> MAM01527l + MAM02039l + MAM02525l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07516,"",MAM01526l + MAM02040l  -> MAM01527l + MAM02525l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07517,"",MAM01527l + MAM02040l  -> MAM01528l + MAM02039l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07518,"",MAM01528l + MAM02040l  -> MAM01521l + MAM02384l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07525,"",MAM01533l + MAM02040l  -> MAM00205l + MAM01539l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07526,"",MAM01539l + MAM02040l  -> MAM01534l + MAM02039l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07527,"",MAM01539l + 2 MAM02040l  -> MAM01535l + MAM02039l + MAM02525l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07528,"",MAM01534l + MAM02040l  -> MAM01535l + MAM02525l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07529,"",MAM01535l + MAM02040l  -> MAM01536l + MAM01973l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07530,"",MAM01536l + MAM02040l  -> MAM01537l + MAM02039l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07531,"",MAM01536l + 2 MAM02040l  -> MAM01538l + MAM02039l + MAM02525l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07532,"",MAM01537l + MAM02040l  -> MAM01538l + MAM02525l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07533,"",MAM01538l + 4 MAM02040l  -> MAM01758l + 2 MAM01910l + MAM01973l + MAM02039l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07541,"",MAM01543l + MAM02040l  -> MAM00205l + MAM01550l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07542,"",MAM01550l + MAM02040l  -> MAM01544l + MAM02039l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07543,"",MAM01550l + 2 MAM02040l  -> MAM01545l + MAM02039l + MAM02525l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07544,"",MAM01544l + MAM02040l  -> MAM01545l + MAM02525l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07545,"",MAM01545l + MAM02040l  -> MAM01546l + MAM02039l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07546,"",MAM01546l + MAM02040l  -> MAM01547l + MAM01973l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07547,"",MAM01547l + MAM02040l  -> MAM01548l + MAM02039l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07548,"",MAM01547l + 2 MAM02040l  -> MAM01549l + MAM02039l + MAM02525l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07549,"",MAM01548l + MAM02040l  -> MAM01549l + MAM02525l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07550,"",MAM01549l + MAM02040l  -> MAM01538l + MAM02039l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07557,"",MAM01554l + MAM02040l  -> MAM00205l + MAM01562l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07558,"",MAM01562l + MAM02040l  -> MAM01555l + MAM02039l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07559,"",MAM01562l + 3 MAM02040l  -> MAM01557l + 2 MAM02039l + MAM02525l + 2 MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07560,"",MAM01555l + MAM02040l  -> MAM01556l + MAM02039l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07561,"",MAM01556l + MAM02040l  -> MAM01557l + MAM02525l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07562,"",MAM01557l + MAM02040l  -> MAM01558l + MAM01973l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07563,"",MAM01558l + 3 MAM02040l  -> MAM01561l + 2 MAM02039l + MAM02525l + 2 MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07564,"",MAM01558l + MAM02040l  -> MAM01559l + MAM02039l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07565,"",MAM01559l + MAM02040l  -> MAM01560l + MAM02039l + MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07566,"",MAM01560l + MAM02040l  -> MAM01561l + MAM02525l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07567,"",MAM01561l + 5 MAM02040l  -> MAM01758l + 2 MAM01910l + MAM01973l + 2 MAM02039l + 2 MAM02946l,"Chondroitin sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07225,"",MAM02040l + MAM02054l  -> MAM00205l + MAM02080l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07226,"",MAM02040l + MAM02080l  -> MAM02039l + MAM02055l + MAM02946l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07227,"",MAM02040l + MAM02055l  -> MAM02039l + MAM02066l + MAM02946l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07228,"",MAM01261c + MAM02066l  -> MAM01597c + MAM02039l + MAM02073l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07229,"",MAM02040l + MAM02073l  -> MAM02074l + MAM02527l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07230,"",MAM02040l + MAM02074l  -> MAM02075l + MAM02384l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07231,"",MAM02040l + MAM02075l  -> MAM02039l + MAM02076l + MAM02946l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07232,"",MAM02040l + MAM02076l  -> MAM02039l + MAM02077l + MAM02946l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07233,"",MAM01261c + MAM02077l  -> MAM01597c + MAM02039l + MAM02078l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07234,"",MAM02040l + MAM02078l  -> MAM02079l + MAM02527l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07235,"",MAM02040l + MAM02079l  -> MAM01973l + MAM02056l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07236,"",MAM02040l + MAM02056l  -> MAM02039l + MAM02057l + MAM02946l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07237,"",MAM02040l + MAM02057l  -> MAM02039l + MAM02058l + MAM02946l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07238,"",MAM02040l + MAM02058l  -> MAM02039l + MAM02059l + MAM02946l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07239,"",MAM01261c + MAM02059l  -> MAM01597c + MAM02039l + MAM02060l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07240,"",MAM02040l + MAM02060l  -> MAM02061l + MAM02527l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07241,"",MAM02040l + MAM02061l  -> MAM02039l + MAM02062l + MAM02946l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07242,"",MAM02040l + MAM02062l  -> MAM02063l + MAM02384l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07243,"",MAM02040l + MAM02063l  -> MAM02039l + MAM02064l + MAM02946l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07244,"",MAM02040l + MAM02064l  -> MAM02039l + MAM02065l + MAM02946l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07245,"",MAM01261c + MAM02065l  -> MAM01597c + MAM02039l + MAM02067l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07246,"",MAM02040l + MAM02067l  -> MAM02068l + MAM02527l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07247,"",MAM02040l + MAM02068l  -> MAM02039l + MAM02069l + MAM02946l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07248,"",MAM02040l + MAM02069l  -> MAM02070l + MAM02384l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07249,"",MAM02040l + MAM02070l  -> MAM02039l + MAM02071l + MAM02946l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07250,"",MAM02040l + MAM02071l  -> MAM02072l + MAM02527l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07251,"",3 MAM02040l + MAM02072l  -> MAM01758l + 2 MAM01910l + MAM01973l,"Heparan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07571,"",MAM02040l + MAM02141l  -> MAM01973l + MAM02140l,"Heparan sulfate degradation",1,1,0.999999999997281,1,1,1,1.00000000024453,1,1,1,1,0.999999999999746,1,0.998797608625997,0.999999999999927,1,0.998916001674598,1,1,0.998860275537224,0.998796472485998,1
MAR07572,"",MAM02040l + MAM02140l  -> MAM02139l + MAM02527l,"Heparan sulfate degradation",1,1,0.999999999997281,1,1,1,1.00000000024453,1,1,1,1,0.999999999999746,1,0.998797608627492,0.999999999999927,1,0.998916001674598,1,1,0.998860275537224,0.998796472485998,1
MAR07573,"",2 MAM02040l + MAM02139l  -> MAM01973l + MAM02527l,"Heparan sulfate degradation",1,1,0.999999999997281,1,1,1,1.00000000024453,1,1,1,1,0.999999999999746,1,0.998797608607843,0.999999999999927,1,0.998916001674598,1,1,0.998860275537224,0.998796472485998,1
MAR07335,"",MAM01592g + MAM02323g  -> MAM01590g + MAM02039g + MAM02201g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07336,"",MAM02201g + MAM03111g  -> MAM02039g + MAM02212g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07337,"",MAM02212g + MAM03107g  -> MAM02039g + MAM02223g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07338,"",MAM02223g + MAM03111g  -> MAM02039g + MAM02231g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07339,"",MAM02231g + MAM02682g  -> MAM02039g + MAM02232g + MAM02681g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07340,"",MAM02232g + MAM03107g  -> MAM02039g + MAM02233g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07341,"",MAM02233g + MAM03111g  -> MAM02039g + MAM02234g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07342,"",MAM02234g + MAM02682g  -> MAM02039g + MAM02235g + MAM02681g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07343,"",MAM02235g + MAM03107g  -> MAM02039g + MAM02236g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07344,"",MAM02236g + MAM03111g  -> MAM02039g + MAM02202g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07345,"",MAM02202g + MAM02682g  -> MAM02039g + MAM02203g + MAM02681g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07346,"",MAM02203g + MAM03107g  -> MAM02039g + MAM02204g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07347,"",MAM02204g + MAM03111g  -> MAM02039g + MAM02205g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07348,"",MAM02205g + MAM02682g  -> MAM02039g + MAM02206g + MAM02681g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07349,"",MAM02206g + MAM03107g  -> MAM02039g + MAM02207g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07350,"",MAM02207g + MAM03111g  -> MAM02039g + MAM02208g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07351,"",MAM02208g + MAM02682g  -> MAM02039g + MAM02209g + MAM02681g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07352,"",MAM02209g + MAM03107g  -> MAM02039g + MAM02210g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07353,"",MAM02210g + MAM03111g  -> MAM02039g + MAM02211g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07354,"",MAM02211g + MAM02682g  -> MAM02039g + MAM02213g + MAM02681g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07355,"",MAM02213g + MAM03107g  -> MAM02039g + MAM02214g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07356,"",MAM02214g + MAM03111g  -> MAM02039g + MAM02215g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07357,"",MAM02215g + MAM02682g  -> MAM02039g + MAM02216g + MAM02681g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07358,"",MAM02216g + MAM03107g  -> MAM02039g + MAM02217g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07359,"",MAM02217g + MAM03111g  -> MAM02039g + MAM02218g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07360,"",MAM02218g + MAM02682g  -> MAM02039g + MAM02219g + MAM02681g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07361,"",MAM02219g + MAM03107g  -> MAM02039g + MAM02220g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07362,"",MAM02220g + MAM03111g  -> MAM02039g + MAM02221g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07363,"",MAM02221g + MAM02682g  -> MAM02039g + MAM02222g + MAM02681g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07364,"",MAM02222g + MAM03107g  -> MAM02039g + MAM02224g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07365,"",MAM02224g + MAM03111g  -> MAM02039g + MAM02225g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07366,"",MAM02225g + MAM02682g  -> MAM02039g + MAM02226g + MAM02681g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07367,"",MAM02226g + MAM03107g  -> MAM02039g + MAM02227g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07368,"",MAM02227g + MAM03111g  -> MAM02039g + MAM02228g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07369,"",MAM02228g + MAM02682g  -> MAM02039g + MAM02229g + MAM02681g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07370,"",MAM02229g + MAM03107g  -> MAM02039g + MAM02230g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07371,"",MAM02230g + MAM02682g  -> MAM02039g + MAM02278g + MAM02681g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07442,"",MAM01592g + MAM01607g  -> MAM01590g + MAM02039g + MAM02304g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07443,"",MAM02304g + MAM03107g  -> MAM02039g + MAM02306g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07444,"",MAM02306g + MAM03111g  -> MAM02039g + MAM02307g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07445,"",MAM02307g + MAM03107g  -> MAM02039g + MAM02308g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07446,"",MAM02308g + MAM03111g  -> MAM02039g + MAM02309g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07447,"",MAM02309g + MAM02682g  -> MAM02039g + MAM02310g + MAM02681g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07448,"",MAM02310g + MAM03107g  -> MAM02039g + MAM02311g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07449,"",MAM02311g + MAM03111g  -> MAM02039g + MAM02312g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07450,"",MAM02312g + MAM02682g  -> MAM02039g + MAM02313g + MAM02681g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07451,"",MAM02313g + MAM03107g  -> MAM02039g + MAM02305g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07452,"",MAM02305g + MAM02682g  -> MAM02039g + MAM02288g + MAM02681g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07471,"",MAM01609g + 2 MAM03107g  -> 2 MAM02039g + MAM02289g + 2 MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07472,"",MAM01592g + MAM02289g  -> MAM01590g + MAM02039g + MAM02291g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07473,"",MAM02291g + MAM03111g  -> MAM02039g + MAM02292g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07474,"",MAM02292g + MAM03107g  -> MAM02039g + MAM02293g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
